,tweets,target
65,Noble's Hospital beds inspire nine-year-old triathlete ,0
66,Chicago police investigated for slamming man to the ground ,0
67,"Former JSPCA head pleads guilty to 300,000 of fraud ",0
68,Popocatpetl: Mexico volcano forces KLM flight back to Amsterdam ,0
69,Danes see Greenland security risk amid Arctic tensions ,0
70,Former head of Amazon Mexico wanted for questioning after his wife was killed by an apparent hitman in Mexico City ,0
71,"Thousands of people in Hong Kong gather for a Thanksgiving rally, after President Trump signed a law backing pro-de ",0
72,Guernsey fisherman rescued after spending 12 hours on rocks ,0
73,Iraq unrest: Top Shia cleric condemns Iraq protest shootings ,0
74,Donald Trump makes unannounced trip to see US troops in Afghanistan for Thanksgiving - it's the President's first t ,0
75,Daphne Caruana Galizia: Malta suspect will not get immunity ,0
76,"Indian vet, 27, allegedly raped and murdered in Hyderabad ",0
77,French activists block entrance to Amazon warehouse near Paris to protest against environmental impact of consumeri ,0
78,"PolyU: Hong Kong police find almost 4,000 petrol bombs on campus ",0
79,K-pop stars Jung Joon-young and Choi Jong-hoon sentenced for rape ,0
80,Japanese store 'rethinks' badges for staff on periods ,0
81,The Muslim Sanskrit professor boycotted over his religion ,0
82,Melbourne terror plot: Trio jailed for planning Christmas attack ,0
83,Crusaders rugby team retain name following post-mosque attack review ,0
84,Sudan crisis: Party of ex-leader Omar al-Bashir dissolved ,0
85,Zimbabwe's health crisis: 'My cousin died as there are no doctors' ,0
86,"Who is Greta Thunberg, the #FridaysForFuture activist? ",0
87,Russia's Taymyr plan: Arctic coal for India risks pollution ,0
88,How Trump talks about women - and does it matter? ,0
89,Africa's top shots: 22-28 November 2019 ,0
90,Quiz of the week: What broke Tesla's 'bulletproof' truck? ,0
91,Goo Hara and the trauma of South Korea's spy cam victims ,0
92,Brad Gobright: Free solo climber falls to his death ,0
93,Trump makes unannounced visit to US troops in Afghanistan ,0
94,The Iraq protests explained in 100 and 500 words ,0
95,Dutch farm mystery: Children split over charges against father ,0
96,"Italian plot to create new Nazi party uncovered, police say ",0
97,#MacysDayParade balloons fly in New YorkHappy Thanksgiving! ,0
98,"Canada town of Asbestos, Quebec, looks for new name ",0
99,Uruguay election: Lacalle wins presidency as rival concedes ,0
100,"Zimbabwe 'on brink of man-made starvation', UN warns ",0
101,Simon Cheng: UK media watchdog receives 'China forced confession' complaint ,0
102,Bodies 'left to rot' at Paris-Descartes University donation centre ,0
103,"""I'm not scared of TikTok""The Chinese-owned social network apologises to a US teenager who was blocked after she ",0
104,Utah police find body of dead woman's husband in freezer ,0
105,Abdulla Yameen: Maldives ex-leader convicted of money laundering ,0
106,"French President Emmanuel Macron says he stands by comments he made three weeks ago when he described Nato as ""brai ",0
107,"Researchers are trying to determine if 18,000-year-old puppy found in Siberia is a dog or a wolf",0
108,Mozart childhood portrait sold for 4m at Paris auction ,0
109,Colombians turn out in memory of dead protester Dilan Cruz ,0
110,Albania earthquake: Hopes fade as death toll rises to 40 ,0
111,Yemen civil war: 128 rebels returned from Saudi Arabia ,0
112,"Madonna cancels three dates of her Madame X tour in Boston, after experiencing ""overwhelming"" pain ",0
113,Makeup vlogger reignites Chinese domestic violence debate ,0
114,Thanksgiving travellers delayed by US storms[tap to expand]  ,0
115,Hong Kong protests: China warns US over Human Rights and Democracy Act ,0
116,Pragya Thakur: India MP sacked from panel for calling Gandhi killer 'a patriot' ,0
117,Facebook posts corrected under Singapore 'fake news' law ,0
118,Iraq creating 'crisis cells' to quell unrest ,0
119,Why Australia is expecting a long and dangerous summer ,0
120,Gordon Sondland: US ambassador to EU accused of sexual misconduct ,0
121,India directive to WhatsApp 'will make spying easier' ,0
122,Sydney 'lockout' laws: Australian city ends controversial bar curfews ,0
123,Utah family terrorised by Hawaii 'extreme stalker' ,0
124,Ravi Kumar Atheist: The Indian man fighting to be godless ,0
125,Rwanda leads fight against cervical cancer in Africa ,0
126,Southeast Asian Games off to a rocky start in the Philippines ,0
127,Hong Kong protests: Trump signs Human Rights and Democracy Act into law ,0
128,Iraq unrest: Protesters set fire to Iranian consulate in Najaf ,0
129,Amazon fires: NGO denies arrested volunteers started blazes ,0
130,Death sentence for man once considered Egypt's most wanted jihadist ,0
131,UN peacekeeping mission in DR Congo to investigate protester's death after evidence its troops may have killed the ,0
132, +  +   =  [Tap to expand] ,0
133,Swiss condemn 'attack' on Sri Lanka embassy worker ,0
134,Goar Vartanyan: Russian spy who 'changed history' dies at 93 ,0
135,Mexico rejects US intervention after Trump outlines drug cartel plan ,0
136,"""Ethnic minorities are Hongkongers too""KK was born and raised in Hong Kong, but has a Pakistani background - he s ",0
137,"German murderer, who killed two people on a yacht in 1982, wins 'right to be forgotten' ",0
138,Greek TV broadcast taken over by a very pushy pig... [tap to expand]  ,0
139,Mount Erebus disaster: The plane crash that changed New Zealand ,0
140,Daphne Caruana Galizia: Who are key figures in Malta crisis over her murder? ,0
141,World's first sperm bank for HIV-positive donors launches in New Zealand aimed at fighting stigma surrounding the i ,0
142,US couple charging $50 (38) each to wait in queues for people planning to grab a bargain in the Black Friday sales,0
143,"""The truck was squashing both her and her car. Parts of it had to be cut off in order to free her""",0
144,Kidney transplant given to wrong patient in New Jersey hospital ,0
145,"""This is our most desperate hour. Sadly, time is not on his side""",0
146,"A huge explosion has occurred at a chemical plant in Port Neches, Texas. At least two people have been injured, Jef ",0
147,"Russian cows get VR headsets after initial tests reportedly showed they boosted ""the overall emotional mood of the ",0
148,Farmers' protest continues in Dublin for second day ,0
149,Islamists sentenced to death for 2016 cafe attack ,0
150,Taiwan born actor Godfrey Gao dies after collapsing on set ,0
151,China now has more diplomatic posts than any other country ,0
152,Trump to designate Mexican drug cartels as terrorists ,0
153,"Thai deer found dead with 7kg of 'underwear, plastic bags' in stomach ",0
154,Israel Folau raises compensation bid over Rugby Australia sacking ,0
155,Essex lorry deaths: Victims' remains arrive back in Vietnam ,0
156,Australia bushfires: Firefighter accused of arson in 'ultimate betrayal' ,0
157,Bolivia crisis: Interim leader appoints first US envoy in 11 years ,0
158,Trump invited to attend impeachment hearing or 'stop complaining' ,0
159,Iran protests: Videos reveal crackdown regime tried to hide from world ,0
160,Von der Leyen's Commission: The ones to watch at Europes new top table ,0
161,Why France is focused on fighting jihadists in Mali ,0
162,Citizens' assembly on Ireland's future 'not ruled out' ,0
163,Albania earthquake: Rescuers search into the night after deadly tremor ,0
164,Donald Trump pokes fun at impeachment hearings during annual White House turkey pardon  ,0
165,US First Lady Melania Trump gets booed in Baltimore  ,0
166,Nigerian prison scam: Head of high-security jail arrested after $1m fraud ,0
167,Kamala Harris school plan: The two hours costing US parents thousands ,0
168,Sterling K Brown: The US actor making waves ,0
169,Irish parliament counts cost of 1m printer error ,0
170,"Sukiyabashi Jiro, sushi restaurant that served Obama, is dropped by Michelin ",0
171,Woman killed by pack of wild boars outside Texas home ,0
172,Images inside Hong Kong's Polytechnic University show the aftermath of standoff between protesters and police ,0
173,Teen's TikTok video about China's Muslim camps goes viral ,0
174,Albert Heijn: Dutch supermarket drops call for staff underwear photos ,0
175,"As the new year approaches, we want to hear from you for our US Facebook news showWhat was the most important thi ",0
176,"Dilan Cruz, Colombian teenager injured by police projectile, dies ",0
177,Global protests denounce violence against women ,0
178,Dresden Green Vault robbery: Fears historic jewels may be lost forever ,0
179,Lebanon protests: Rival political factions clash again in Beirut ,0
180,Huawei affair: German 'insult' on spying angers US ,0
181,Maryland trio set free after being wrongfully jailed for 36 years ,0
182,Malta Caruana murder: PM chief of staff Schembri resigns ,0
183,26-year-old Safaa al Saray has become the face of the protests in Iraq after being shot and killed by a tear gas ca ,0
184,Lebanese business people back protesters' call for change ,0
185,Maharashtra's political theatre is 'damaging' Indian politics ,0
186,Albania: Powerful 6.4 magnitude earthquake hits Tirana ,0
187,Koala seen in rescue from Australian bushfires dies ,0
188,Hong Kong elections: Chinese media attempts to downplay results ,0
189,Malaysia grants reprieve to Australian 'love scam' drug mule ,0
190,Georgia police use water cannons on protesters in Tbilisi ,0
191,Indian doctors remove 7.4kg kidney from patient ,0
192,Westpac bank chief quits amid money laundering scandal ,0
193,Trump impeachment: White House aides can be made to testify ,0
194,Australian police find body in search for missing Briton Aslan King ,0
195,Chinese woman jailed for trespassing at Trump's Mar-a-Lago ,0
196,"Edward Gallagher: The story behind Trump, Fox News and the Navy Seal ",0
197,Spain election: Catalan party moves to back coalition in return for talks ,0
198,What we can all learn from this deathbed photo ,0
199,"Burglars have stolen three diamond jewellery sets from one of Europe's largest treasure collections, in Germany ",0
200,Argentina: Catholic priests jailed for abusing deaf children ,0
201,'Indian food is terrible' tweet sparks hot debate about racism ,0
202,Femicide: New French action amid protests - but is it enough? ,0
203,Europol disrupts Islamic State propaganda machine ,0
204,DR Congo crowd burns UN base and Beni town hall ,0
205,"As the 2020 US election nears, voter systems still vulnerable ",0
206,Egyptian woman 'wins court battle' over unequal inheritance laws ,0
207,India pollution: Supreme Court says world 'laughing' at smog issues ,0
208,Viagogo buys rival ticketing website StubHub in $4bn deal ,0
209,DR Congo workers for Feronia made impotent by pesticides - HRW ,0
210,Reinstate me you will ,0
211,Israel's deportation of Human Rights Watch activist condemned ,0
212,"Uruguay election too close to call, electoral court says ",0
213,Hitler items bought by Lebanese businessman to thwart neo-Nazis ,0
214,"Race to save 14,000 sheep on capsized cargo ship",0
215,Voters celebrate with champagne on the streets of Hong Kong after pro-democracy candidates see massive gains in the ,0
216,Dresden Green Vault robbery: Thieves break into treasure museum ,0
217,Hong Kong elections: The young winners who unseated political heavyweights ,0
218,Floods cause chaos in parts of Italy and France[tap to expand]  ,0
219,"""There is no sign of a slowdown, let alone a decline, in greenhouse gases concentration in the atmosphere""",0
220,Australia woman charged with murder after toddlers die in hot car ,0
221,Sarah Hanson-Young: Australia senator wins defamation case ,0
222,Louis Vuitton buys jeweller Tiffany for $16bn ,0
223,Hong Kong elections: Carrie Lam promises 'open mind' after election rout ,0
224,Cancer in Senegal: 'I had to sell everything to pay for treatment' ,0
225,US Navy chief Richard Spencer asked to resign over Seal case ,0
226,Cannabis legalisation: Democrats argue over whether it leads to using other drugs ,0
